quarter_end,SPY,QQQ,RSP,IWM,SMH,HYG,TLT,_VIX,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XLRE,XLC,DEF,CYCLICAL
2015-06-30,0.0020408587619460405,0.01625204325308305,-0.011612305596878758,0.003939852031054292,-0.013200665464308647,-0.0068040931886468314,-0.0955556634623651,0.19228251064213842,-0.0034616495839683292,-0.02475799703851822,0.015619340251935121,-0.02584896818942073,0.0035298270015498012,-0.017336606900162033,-0.05835915711992745,0.029602767559871346,0.01822259419350103,,,-0.015557197579896376,-0.009263283465104521
2015-09-30,-0.06423978653779527,-0.0472813226006914,-0.07432699879921667,-0.119189696566523,-0.0859447887603092,-0.049376814535161406,0.05867231690380903,0.34393859655547265,-0.17044695202796423,-0.179730680263137,-0.06600430625265097,-0.07215025715201229,-0.0415921385449074,-0.0022176077199215216,0.05399747361011675,-0.10646484649039867,-0.025368026673329713,,,-0.0193878723864217,-0.12279780734529722
2015-12-31,0.07020440082451374,0.10261045587771922,0.04649198445492586,0.03579454005707716,0.09133464352533549,-0.013512773964143854,-0.0156630359318789,-0.256734731246014,0.09582344986718949,-0.0054517504736345535,0.05822211501793029,0.06898885465098226,0.08975046703681566,0.07781155671885176,0.010105173883800944,0.09218095370526558,0.05687199535938037,,,0.060673960164212115,0.05531452890977473
2016-03-31,0.013293140766283962,-0.020883821107086975,0.029944629366107867,-0.014720094315898824,0.03378394097066684,0.024158032036982524,0.08729388279228534,-0.23393736899415585,0.035595423867397225,0.03335359569686247,-0.05162108123544029,0.05177504493021079,0.04095799373090814,0.05630259464170129,0.15510851268834824,-0.055627229220209906,0.016191935238794475,0.04115770348692038,,0.049690444046630144,0.01808249619001301
2016-06-30,0.02456854733067626,-0.012578660213972026,0.02558124737590539,0.0393200076341611,0.03503977818941095,0.051503121715479994,0.07001612670568003,0.12043013104989297,0.03931567106516476,0.10986186188629654,0.02143257733639592,0.015302122912497884,-0.0175576731224385,0.04564301982148078,0.06608601219179944,0.062240772358948426,-0.009645788716603154,0.0530878310550178,,0.059027702087021794,0.046649379536609636
2016-09-30,0.03777272802486076,0.10672730096491612,0.04411392167901407,0.08920992152343721,0.21855838162695074,0.04420651279918664,-0.004568044148250183,-0.14971210079684583,0.035738269584306925,0.04098460696640838,0.04426442983488443,0.04801034774431079,0.10624029674728042,-0.029201611835966923,-0.058361816696670066,0.009471108966403463,0.029274839357668725,-0.019257656821921043,,-0.025809134426080682,0.04305196954938495
2016-12-31,0.039517445514051674,0.0009297462744444207,0.038226090051090456,0.09013967828037539,0.039543537565781994,0.008565834145009,-0.1264060830286089,0.05643340873986191,0.04771165441783598,0.07234340573131992,0.21013360595248898,0.07230252379588764,0.016605850009024925,-0.020942331820230087,0.0010242109186000548,-0.039766384092255525,0.023013045068356774,-0.044418385279371475,,-0.01868615289863873,0.09982410801920372
2017-03-31,0.05921120148540138,0.11964343082042084,0.05227364178447069,0.02243866156926022,0.11264634223983871,0.02311646905086784,0.017408556534190156,-0.11894587470308904,0.0578452313563782,-0.06639254551676088,0.024282662471381444,0.05039877261846559,0.10660333346292483,0.06105436031071454,0.06444212587796772,0.08252953753748171,0.08369864876546518,0.03419734538823582,,0.06995805607212469,0.015987177981581002
2017-06-30,0.030708174815894385,0.04256644612357152,0.024007540910857772,0.02502179551817396,0.026972887759755038,0.019905845086737317,0.04310270414682238,-0.09620045201233374,0.031522936740221885,-0.06485086348629321,0.043588231169020775,0.051834356854483454,0.030584565784471218,0.014357331231358073,0.02088403186361565,0.0698585562816445,0.02220970217948337,0.027526425803528598,,0.03509276268102912,0.015122490453960191
2017-09-30,0.04415548694245186,0.0590550968374568,0.03534395587677097,0.05861751111841862,0.13999524822638176,0.016924877399832505,0.003416671753457834,-0.14937388467877044,0.06125148517062051,0.06872763461289577,0.05260862627819085,0.047198634372642934,0.08390237495789199,-0.011305920750441012,0.02876494100247462,0.0352198850127754,0.008576860116686458,0.008416877115105192,,0.01783264052070188,0.058008518362385963
2017-12-31,0.06764332836797404,0.07312290666002363,0.062332912845930455,0.032782921400617004,0.06306648378165658,-0.00038108022839922207,0.025297389115590985,0.16088324880630256,0.07089449623350252,0.06222485106764175,0.08428489300188846,0.07156415784988468,0.08609899256300557,0.06174128422063063,0.002282007082519133,0.015667908904654748,0.09931010905647808,0.03298395496876538,,0.026805307433453773,0.07284028890978589
2018-03-31,-0.009953120096240164,0.029723906365612507,-0.011201701090907457,-0.0018328081080076775,0.06614871823087554,-0.010518594629824407,-0.035155991052692515,0.8088767556483392,-0.055715413833841376,-0.060476609106362655,-0.008586334115214034,-0.014280046543334923,0.026186973761962662,-0.06968473056835511,-0.03336038325667934,-0.012022318342018723,0.029366920299579213,-0.050913782402614016,,-0.037533420086375835,-0.034275678843680324
2018-06-30,0.03552438777206213,0.07423601824637172,0.028189383583208327,0.07864046721425955,-0.015439206034858932,0.006294926782296706,0.005193994419683268,-0.19429140181151328,0.024592870429357205,0.13414872924692856,-0.031367985095487216,-0.03193927801955876,0.0656687936042466,-0.013319849598500633,0.037497742486120034,0.029105366068315375,0.08191409332744404,0.06142117789400392,,0.018511008322047884,0.022733638297106618
2018-09-30,0.07651142238021191,0.08432472998561646,0.05300044415267546,0.0356550489893821,0.03681702709417256,0.02934512537345424,-0.03003869277088489,-0.24673711804721643,0.00233962702411894,0.00422410698385689,0.041833743479491314,0.09980122605087716,0.08803012827188827,0.05396729824173785,0.02238915831323296,0.14451179842430295,0.07566688493763496,0.007468856144673852,-0.00802317710736522,0.07306184391966108,0.037264916852466135
2018-12-31,-0.13532118462073472,-0.16733246761975584,-0.13912954460825921,-0.20291855253575586,-0.1643404074114344,-0.0440729543138032,0.045878034996996275,1.0973597620724194,-0.12224042177816197,-0.23572147597284998,-0.13094566041387767,-0.1733678907915739,-0.17364914270689713,-0.04979306111552684,0.013665242387699061,-0.08667737840529544,-0.1520385811261873,-0.038211131106895335,-0.15480808126988843,-0.04043100182610393,-0.16582718965331833
2019-03-31,0.13526011017673967,0.1667769307468101,0.1479360881972871,0.1463639941472321,0.21826313723471635,0.07590327733092916,0.04512761682608302,-0.46066089704961977,0.10332013610607693,0.16196303281238644,0.08485508956793919,0.1715953126327956,0.19779084354863197,0.11101666270165378,0.10735853660430772,0.06452089146666995,0.15380750915415953,0.17508134029374878,0.13499292481500147,0.09483836551074809,0.13061906445789884
2019-06-30,0.042286582146470186,0.04170590623763282,0.03687882895706607,0.019323289733420568,0.03620804946315581,0.021574979752849055,0.05706867033369467,0.09992705191445417,0.06035789840661132,-0.02765388710838146,0.07898216814997228,0.03634134399719913,0.05832076845259215,0.04281922736655863,0.03328222354803567,0.014007974094460973,0.05060140759709442,0.02323789755100436,0.05490842558306941,0.030757383303914088,0.037072821335527806
2019-09-30,0.017544118032853273,0.013123647188220566,0.007408768964432211,-0.023331600186107804,0.08123057585445448,0.01290141487214913,0.08350327475615282,0.0769230671936918,-0.00012635743641908892,-0.062290980869865065,0.01966477673799827,0.008026900178089713,0.035121834041342614,0.06394646795995707,0.0940915654054677,-0.023053139785686017,0.015943238141220117,0.07705597770545469,0.008441867552300364,0.044342093987038034,-0.008382339237881009
2019-12-31,0.08987581811684997,0.1284942187736755,0.07503750116851604,0.09870348488663705,0.20483938419392023,0.024783259618771813,-0.04664866615984786,-0.15147783699615136,0.061144251018983686,0.05471027015461427,0.10488189999535047,0.05468252586360012,0.14204694901540327,0.03379837495687332,0.005941867642591747,0.14221176654112844,0.04253094476268715,-0.0063330080510829445,0.08535327767686285,0.0595523395775861,0.06929000851566447
2020-03-31,-0.19447687583747952,-0.10255511451482258,-0.2668035524039265,-0.30643706924235814,-0.17162874468360778,-0.11602323095346745,0.22149446690466457,2.885341215749302,-0.26178869861928356,-0.5051586728722519,-0.31785107294050174,-0.2700607599173841,-0.1186899873657612,-0.13016894468473683,-0.13394093616835745,-0.126154266125168,-0.21419304705156128,-0.19233781715200438,-0.17276425115185168,-0.12818625403728612,-0.3439225646499485
2020-06-30,0.2016175696925353,0.3026814941339153,0.21615620008669856,0.2551476672589208,0.30442209725134206,0.07344039322720586,-0.0022967764292914916,-0.431639899424233,0.2579844462488121,0.31917955539074305,0.11852108402171257,0.16937780105304112,0.30369496951612573,0.08494478965534813,0.026910532465185044,0.13449883991489386,0.3051327857384156,0.13154604594009034,0.22398722907571278,0.08361700549471984,0.21826821275676722
2020-09-30,0.09038329323344052,0.12213256580709597,0.06723180701200482,0.050152898206947016,0.14005245341924533,0.04058436008532662,-0.0006823827024813323,-0.13342094726340914,0.13468774341337753,-0.1957004155548,0.045911539809113,0.12487968596104437,0.1193271978361834,0.09961959564849576,0.06132719407216092,0.05825354230054636,0.15334157007309268,0.019313110761290497,0.1015111730458742,0.07379207090060724,0.019934174092566037
2020-12-31,0.12118519453509813,0.1312577061151643,0.18384322302572587,0.3129840187146826,0.26257883875894295,0.05799922389991541,-0.02983487274366936,-0.13727723640598244,0.14317566038034713,0.28236666502927,0.23133038067624745,0.1550574047679838,0.11673333667621444,0.06107176087782373,0.0648345665029979,0.07989896344079761,0.09591781312680725,0.0500028513588584,0.13784134535413228,0.06961298273559535,0.20590574495625424
2021-03-31,0.0635177035358847,0.018464580165695743,0.11583899331215797,0.1290189981276879,0.11505358367126872,0.005862342523075936,-0.13922384229934404,-0.14725276402064735,0.09314473148183233,0.3081938868570706,0.16013953433298567,0.11522284310660402,0.023614379635183314,0.018226433436187905,0.02899814773831011,0.032661834708829884,0.047002205445074274,0.09092724745160297,0.08846335998779975,0.027380750058089598,0.1685088138875115
2021-06-30,0.08359324890062148,0.11190149971935437,0.06708218049802017,0.0397147042233994,0.07673980298961114,0.02010515600400664,0.07026802374246555,-0.18402060644445928,0.0490778055936234,0.10926474478839054,0.08180113602333172,0.0434108890189846,0.1138521715673051,0.030954153142625618,-0.004980160962895885,0.08310344864224306,0.0639306771369843,0.12982633581546543,0.1063226962073105,0.0362060063350258,0.07215170598771414
2021-09-30,0.005734760316691068,0.011079430948175206,-0.002406451103824425,-0.04341143383952217,-0.022765383347260304,0.0034154458734567683,0.0035900462926035104,0.4617813961575179,-0.034675740440633485,-0.021294756623702393,0.02732328791052252,-0.04144528274301895,0.013021058541289543,-0.01001783088261421,0.017929971286319457,0.014280019920468456,0.006544117803896743,0.008324264249687463,-0.00892862796624927,0.007824814077815656,-0.016645472208842382
2021-12-31,0.11065998956343281,0.11285660291491673,0.08945495404541215,0.02000308921176952,0.2113932376285368,0.007742390884722505,0.03184200258590497,-0.2558340636319216,0.1511719014060704,0.07925959417586337,0.04548602591160078,0.08553958151984409,0.16661484978410934,0.12781263387253494,0.12934581353410302,0.11100925014755791,0.14096469913646437,0.17556171292090728,-0.028338696657355,0.12338263967837104,0.09080593566324069
2022-03-31,-0.046144761066660545,-0.08762558022433065,-0.026918828568668562,-0.07541693606319244,-0.1262994616593779,-0.04733344619712099,-0.10628849334310031,0.1939605276289207,-0.023485919431259217,0.3904716265337622,-0.014854315106898053,-0.023508243017597463,-0.0842375155034395,-0.011357780546177532,0.04718546117199862,-0.02464851059305484,-0.09369859744320896,-0.06201952506542441,-0.11232182275952729,0.004169061558055631,0.07293251265229617
2022-06-30,-0.1611025129128879,-0.22541299130205672,-0.14429354418218676,-0.17276588128855996,-0.24485707801809253,-0.09483795630821945,-0.12593293822882212,0.39640076995287576,-0.15928081169800057,-0.05400383389047092,-0.1749050251863723,-0.14815062570335324,-0.19807252250423546,-0.04174445684460093,-0.050614848300219895,-0.059921145317201385,-0.2551462765741703,-0.14758170375646562,-0.20905269549431849,-0.049791829677284904,-0.1326646580274966
2022-09-30,-0.0493117616365526,-0.04473989615662255,-0.047451763986400386,-0.021179276420859816,-0.09134640153924745,-0.017175544650136043,-0.10283975797278233,0.10135847605563209,-0.07072432720959598,0.018112295686967705,-0.029580060606927305,-0.04698249845212876,-0.06330016148003526,-0.06949163373460088,-0.059550574059998196,-0.05183459297554549,0.03832016291485907,-0.11067567100304021,-0.11569484625031012,-0.05941290266007959,-0.030426776186632698
2022-12-31,0.07560935428099191,-0.0012816294719942833,0.11431431390707947,0.06211793348571515,0.10872589396492183,0.05034137310960163,-0.018798339986272894,-0.3146742725760371,0.1495841017446775,0.22703278430989116,0.13354575994326034,0.1911966474375768,0.05065931434629811,0.12519976562340118,0.08497679466547958,0.1263282516000368,-0.09081090349344856,0.03719274570922182,0.004555224756910947,0.11293051674939858,0.17681299269218398
2023-03-31,0.07458220107706026,0.2071008225921671,0.029009669813877093,0.026945920537581936,0.2968856782323517,0.037310484449571746,0.07378874847812189,-0.13705580539446072,0.04287876004390623,-0.043163743621472905,-0.05527568159910379,0.0344683230899947,0.21619519610282278,0.006963938421163718,-0.032781278370907496,-0.04332003875172785,0.16132156667139252,0.019388207763818555,0.21126268804532367,-0.022646473237603826,-0.0045872932664876576
2023-06-30,0.08680378302966174,0.15267136787514413,0.039194506990220424,0.05262661479959596,0.15695885727664338,0.007299580311742382,-0.024758871251136738,-0.27326205357589095,0.0324381369509017,-0.011409752659880534,0.05322718089430456,0.06492546823059486,0.15372622623345467,-0.0001850501219889944,-0.02546371315237217,0.02947907517827053,0.13783329739736438,0.017989571728481035,0.12447307666650786,0.0015502407121235073,0.03535459140498132
2023-09-30,-0.032241728321145025,-0.02877866244137206,-0.04901632127608402,-0.051799543966414285,-0.047750439647615495,-0.00333198532887069,-0.13111735237357436,0.2891832421670286,-0.04756054026207024,0.12180667544957613,-0.011620610182542568,-0.05150023372947754,-0.05510093627063117,-0.06597903204641697,-0.09218335600410821,-0.02608244738259924,-0.05031324875145293,-0.08883966322577319,0.01004252806570527,-0.06121661631678754,0.0012518212857508537
2023-12-31,0.11639626130228375,0.14593425171055707,0.11805209317354137,0.13978654584626438,0.21343674532377443,0.0710716413162733,0.12944644405652705,-0.2893835910975594,0.09659716402280494,-0.06355514866715095,0.1391664584022978,0.13053532001678136,0.1767501775947402,0.0547310743321725,0.08478877208819968,0.06408704627739614,0.11274586032643619,0.18832183658463775,0.11085020447011318,0.06888543722103568,0.07360225663793862
2024-03-31,0.103900956733884,0.08565418287020443,0.07777812007017415,0.05044092406144629,0.2866129643992721,0.015145891644473997,-0.03698702264175047,0.04497995407196331,0.08982573110992353,0.13517390064507895,0.12443043902311968,0.10842423549377189,0.08382134778838268,0.06791864855256713,0.04519800668574936,0.08713493153970142,0.030650367738146667,-0.0065121056571357805,0.12690618850689694,0.06733840211376818,0.11528638533156155
2024-06-30,0.04379105575825881,0.08076730412029676,-0.026153414720574863,-0.03254218599797032,0.1587180704021942,0.007411777294849209,-0.020059616207128816,-0.04381250103540735,-0.04477687620281723,-0.026776935684303282,-0.020114586381418942,-0.029146910130734227,0.08813982542226184,0.010452714642354533,0.046296829476891066,-0.009537014405458621,-0.005968849591571734,-0.018461433862243082,0.05175718831503873,0.01608950230916495,-0.029563512263538816
2024-09-30,0.05751323353569071,0.020132878450813907,0.09486539888445944,0.09243311525625808,-0.05849633309508473,0.056999533860097706,0.07933602300838971,0.3448553140321604,0.09625386210607956,-0.028797885200947615,0.10640620929738032,0.11495647337227388,-0.00028508683556816017,0.08959337165850645,0.19353389576705515,0.06068248475644111,0.10078644980514895,0.17113026341968718,0.058538066259154586,0.11388145689185869,0.07158234118496787
2024-12-31,0.024910378857098348,0.04914131134084654,-0.01849109474416788,0.0032868832093120304,-0.00899026774124867,-0.0012035771010143748,-0.09728913283758556,0.037059226311880744,-0.12244441125756811,-0.01618866158425014,0.07096463058241698,-0.022275475486628893,0.0316309502844383,-0.04570515315026369,-0.055247883116299024,-0.10276029295992795,0.12180056128352779,-0.07975438174488847,0.07369094922092456,-0.06742013545836734,-0.023735499727301157
2025-03-31,-0.04266863094930573,-0.08139331683934092,-0.006665192195218106,-0.09514088413830057,-0.12677044110900892,0.012326509971660071,0.049379412503871345,0.2841498672496374,0.02673926989409736,0.09944937075443128,0.034366292351748706,-0.0021811597572669594,-0.11043124876200672,0.044429671919602676,0.04914307859447309,0.06545673254548334,-0.11743476270410502,0.03560046909221115,-0.0007699648106396229,0.054183801825857136,0.040176694983448336
2025-06-30,0.10777191871295244,0.17772634488293337,0.05340668938712434,0.08469915591696586,0.31876862526878447,0.03745391512994933,-0.01983951222291258,-0.24910237761957588,0.026486490447733324,-0.08507312975956871,0.05499848042138833,0.12893102983654914,0.22844679070500296,-0.0017700613675034615,0.04282805131779388,-0.07243700169498823,0.10296809185016054,-0.0013218122315452607,0.1279774339069435,-0.010576147774122413,0.02986334248548861
2025-09-30,0.0812121247140658,0.08959843227369735,0.04834219382993843,0.12445592181796017,0.17025238109403595,0.021396070717889293,0.024233926557071017,-0.026897720735422626,0.025456145087158877,0.062402906156647564,0.03202857074619536,0.04980465269691936,0.11448982126693719,-0.02546895361194057,0.07515346702355563,0.037216835715777385,0.10459977065653536,0.024904853062830856,0.09446987791508121,0.02922905474530646,0.043524415578989784
2025-12-31,0.0266519621443011,0.02453728985997361,0.013820677578241458,0.02076986415467008,0.10690835401699528,0.012313390399570467,-0.010454839347969647,-0.08169538214278893,0.017275100052799308,0.00942740341963244,0.020260354150499094,0.009215431008658959,0.02312044591478757,-0.0008522379634710031,-0.013649309306979829,0.11704543180508287,-0.001446757982915936,-0.03178304560205358,-0.0022716402781496337,0.03351638780667576,0.015138553154266488
2026-03-31,-0.04370584558740376,-0.05925709647061628,0.006168524143600251,0.00926694095566627,0.06461552411119986,-0.0035292878111022885,0.001731956092741349,0.6889632322504462,0.10677451308746932,0.37911551644197017,-0.09396059324564254,0.04554178714804169,-0.0757432932834623,0.0612956414244632,0.08247449211435387,-0.04901351401374465,-0.08551273917360702,0.018697351804135343,-0.05526869558851433,0.03135430113520288,0.099336200633797
2026-06-30,0.148276268865136,0.2758585428440514,0.10863904909566302,0.21149198470577124,0.7107199402447664,0.015809236882883937,0.004804659568893088,-0.34851482126972466,0.01721033798965088,-0.13303947003728323,0.08588215050028003,0.14530390540286442,0.433559164952684,0.013295880620361578,-0.011985165490863148,0.08219086693671973,0.07616071909246469,0.07837366653773503,-0.03364607014610921,0.039889995505165476,0.025038682381812727
